X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
8.199098,-1.2931852,-0.88120055,-0.2673588,-0.8165376,-2.940551,1.2400651,0.5543567,-0.053509183,0.76758915,-1.647254,0.16159324,1.5686542,-3.6276855,-2.3457308,1.6145482,0.65243506,-0.13185786,-0.10405379,-0.42597783,0.56333965,0.881128,1.4738338,-2.075053,-0.607104,0.17273113,0.7343826,2.007069,-0.33407187,-1.0812764,-1.5636183,-1.2232957,0.7226904,-0.31422877,0.48445904,0.24299236,0.5182472,0.20135488,0.6587829,-0.17239797,-0.38514292,0.80000865,-1.5730624,1.1155474,-1.051337,-0.23724057,0.9286363,0.7208557,-1.257993,0.26091632,13.551166,6.0566597
-8.065366,-3.0651572,7.783607,-0.7861179,-0.25374013,-3.6006813,-4.4284296,-0.35051087,-1.1343085,2.160888,-1.9745618,0.36734575,2.3785753,0.27385095,-3.293524,4.4795365,0.2162641,1.7995877,-0.8771679,0.6656746,-0.124237776,0.34404442,0.15032661,-1.7122954,-1.3299714,-0.17765445,-1.1011348,-1.0521638,-1.0520867,0.261154,2.1108367,0.67214406,-0.95561785,-2.836461,3.2793655,-0.76412416,-2.1579573,1.5082572,1.0878499,0.3778816,0.18460391,-0.29297712,0.6751231,-0.123315215,0.2747877,-0.33220974,1.1753579,0.044716556,-0.7008275,1.3070784,-3.1959922,7.8804784
-5.8429427,-1.7879821,7.461747,0.59228635,0.12125512,-3.0742354,-1.2839772,0.21238326,-1.3635114,1.866067,-2.752743,-0.8614198,-1.539517,0.6526304,1.7472469,-2.0201917,1.7800493,0.5524888,-0.41161236,0.47961843,-2.2508574,2.0659769,-2.4414835,-0.5951976,-0.5137939,1.4891695,-0.4288951,1.0076832,3.599046,-1.994593,0.84048676,0.11928979,0.37560123,-0.34084052,-0.3312548,-0.86259454,0.6619035,-0.45840165,-1.3349036,1.0488743,-0.7649839,0.44711673,-0.1739349,-0.55446225,0.8220169,0.019838091,1.1124611,-0.8482553,1.1525097,-0.32651454,-1.01157,10.138182
-6.265441,-2.8046515,7.7352877,0.11086218,0.7190228,-3.0967712,-2.598493,-0.9049997,-0.6148409,2.2249415,-3.049123,0.2162006,0.14503069,-0.35983822,0.8015109,-2.1483185,0.0811649,-0.33878854,0.3138693,0.94306654,0.27517483,2.423821,-1.3252866,-1.4554573,1.1185491,0.9094153,1.445822,2.0453448,1.763633,-0.78356856,-0.24457489,-0.37221238,1.6813893,0.8567805,-0.7418091,-1.6501043,0.1819929,-0.71244735,-0.52361685,0.42537814,0.63855135,-1.0251122,-1.1214305,-0.08356169,1.4070722,0.0036699574,0.9093626,-0.28508785,1.5365683,1.0460938,-0.6045856,9.868928
-2.9250174,3.6345408,1.4366076,1.2188253,2.52092,2.309231,-0.31832692,1.4413406,-1.6453924,0.9549557,2.1543374,-1.1586579,-1.3253969,2.0431037,3.864092,1.8081912,1.7231371,0.2390624,2.76888,-1.5933976,-2.1897445,1.2598009,-1.212138,-0.4386398,-0.40193945,1.7954208,3.0171525,-1.7666582,-1.5622813,-2.823887,-0.10245755,0.22178061,2.0808408,0.41998306,1.7415794,0.7451095,-0.17455028,-1.6969131,-1.6545581,-1.9244903,-1.150985,-2.3303072,-2.7619407,0.59458816,0.47770035,0.39193913,-2.119563,-1.5878962,-2.0282395,1.0294966,1.0489539,-4.375035
-5.0537133,13.084122,3.2156546,-0.76281726,-3.5093427,2.203492,-0.10081123,-0.31043315,13.629745,9.070839,5.069355,0.6914826,0.44516814,-1.0397173,-1.1232275,-2.358179,0.87060493,0.7025933,-0.801192,-0.23604135,1.4223281,-3.27857,-2.4108791,-0.82722723,-1.3993261,3.584181,-4.656456,1.5121683,-0.8985646,-0.17525844,3.1821566,-0.70984983,-1.524456,-0.14569333,-3.387881,-1.0309927,-1.8822705,-2.155288,-6.498028,-1.5801245,-0.71048194,2.069574,1.2273749,-1.0827903,1.1621441,-3.9863486,-3.43912,-5.60245,-3.2075489,1.8138614,4.528331,7.4449844
-6.8214006,-2.1763952,8.246403,-0.461257,0.39426076,-1.5501659,-1.6363215,-0.34354576,-0.70337963,1.4790729,-2.9238772,0.6480896,0.14122994,0.24263045,1.3876423,-2.0200295,-0.13343333,-1.2299423,-0.077994786,0.38308293,2.1331496,0.58348876,-2.3817577,-0.08264202,1.2131771,-0.89330757,-0.61868536,0.97270113,0.3837366,-1.3056551,-1.5774603,1.9414555,1.6198661,-0.9043182,0.111485444,-1.5977865,-0.97985935,0.16546741,-0.3590643,0.54639333,-0.38700154,0.18040788,-2.1328628,0.12949266,0.8251227,-0.35341913,0.3242724,-0.08491206,0.84456646,0.5069232,-0.05488009,9.286375
6.9260178,0.21028325,1.1805108,0.55579525,0.22417209,1.7532352,-0.6158528,0.79221416,4.2814317,-3.0430145,-2.2458556,-0.4743889,-0.40670732,1.3808789,5.1286764,0.084750496,-2.0704584,1.2869308,2.212805,0.06948034,-1.4794266,1.9601861,-1.687979,1.5370634,-0.7469793,0.8244646,-2.0849092,-1.2130271,-0.6127855,1.7071733,0.42258236,-0.519989,0.4912419,-0.5305093,0.77760464,-1.3780811,-0.7261569,0.608197,0.6568931,-0.57939184,0.49499112,-0.53743017,-0.9148876,0.19238241,-0.33608517,-0.8467901,-1.3572861,-0.4605893,-0.087630205,-0.38962784,17.980951,-2.6455326
7.700134,-0.31956467,-0.4478655,-1.060321,0.12797058,-3.9832673,0.9297693,0.26890847,-0.5727106,1.0067548,-1.0588669,-1.3769975,2.0529673,-4.023032,-1.9256908,1.5251371,1.8733854,0.5484673,-0.61763763,-1.2220016,0.1612714,1.2838881,3.451507,-2.2594562,0.7875779,-0.39714834,0.48285672,3.0205467,0.19018686,-2.3148146,-1.084597,-0.11125958,0.07088992,1.1302178,-0.451026,0.70296115,-0.6427335,0.43773538,0.60330707,-0.71320534,-1.787103,-0.6193043,0.12243968,-0.6817349,-0.54243165,0.26024413,0.3628115,-0.2109232,-0.5621306,0.37516695,13.612214,5.7928805
8.7473955,0.2743674,-0.07237638,0.076425396,0.71637774,-4.221496,1.8694898,0.73200494,-0.0777092,0.3868157,1.4192147,0.3107389,0.73673517,-2.38749,0.083369814,1.1796786,0.56328017,0.47245577,0.23750639,-1.0639895,-1.0788496,1.8141724,1.7828282,-0.12801331,-0.9595196,-1.0322081,0.25313035,1.0864753,0.42622265,-0.64947397,0.19335254,2.0748012,1.1955602,-0.56898487,-0.33713093,-0.65857303,0.37734497,-1.0204219,-0.9663526,-1.5184346,-0.44751656,-0.7286657,-0.72231746,-0.086809956,-0.7697534,0.3105527,-0.08660064,0.7524475,-0.85486627,1.0886797,13.686659,5.112833
8.036839,-0.8657337,0.9989638,-0.19132875,-0.75420725,1.1074462,-0.65473497,0.17063802,2.1980202,-1.3742552,-2.9393685,-0.24616045,1.5305637,-2.8064895,1.5900408,0.5159096,-1.3337177,1.6279486,0.45177594,-0.12809467,0.06693369,-0.539894,0.38264218,-0.5063672,-0.63445085,1.1615982,-0.60295767,1.8199517,-0.2544389,-0.41036496,-0.9193078,-0.7286812,0.86039317,0.10264016,0.26493883,-0.017602867,0.052119873,0.89069116,0.5960204,0.59077996,-1.5409921,-0.7583129,-0.8621843,-0.08086806,0.058438495,0.23164763,-0.30353758,-0.6281649,-0.773443,-0.4585357,16.653128,-2.1087043
-6.360941,-3.3308046,8.028896,0.15953591,1.3843654,-1.4098405,-0.7320855,-0.4280522,-0.8530156,-0.29177952,0.5235954,0.86235267,-0.5834945,-1.8265207,0.81630045,1.3675307,2.2236695,1.0235239,-0.17242728,-0.888426,1.1233995,0.019822149,0.7025497,0.15710798,-0.6990058,4.4397902,1.4356723,-2.638697,0.48344377,-0.42483822,-1.1936743,-1.6458145,-0.22964384,-1.8510314,0.0247236,1.8847549,0.3368876,-0.07336737,0.33680013,-0.35261443,0.6746646,0.13091286,0.23031774,-1.3766056,0.16182046,-0.15082212,1.9866302,0.5758989,0.6338298,-0.99739623,1.3089339,7.1493998
-6.3356323,-2.3088126,7.054057,-0.0075770807,0.34390023,-2.2829247,-2.725147,0.17615874,-1.4058516,2.1288104,-2.3113637,0.4922794,0.82467204,0.1265785,-1.1573703,-2.5102005,0.1511352,-0.5522368,0.30978763,0.5943442,-0.888332,1.5712996,-1.9743209,-1.4003168,0.07522699,-1.1272472,0.2141664,2.475538,2.232623,-1.4302086,0.19627126,0.47424302,2.004523,-1.3859992,0.0759193,-0.7572916,0.8134787,0.03576666,1.1726135,0.7408605,-0.7355606,0.545235,0.9729233,-0.2042816,-0.33281845,0.10356804,1.3524468,0.060136843,0.015195052,-0.6728963,-0.79897934,9.979845
-5.8963366,-2.4696813,6.5923586,1.2366068,1.0315362,-1.4395266,0.60759836,0.44784135,-0.084881485,-0.19626032,0.5885093,0.6399176,-1.2638139,-2.1495996,2.5752861,-0.81129396,2.9693327,-1.211963,-0.20787239,-1.7894737,2.7276871,0.84739393,0.7922842,-0.11398105,-0.9842351,5.502511,1.3246503,-1.40263,-1.9443249,0.09965915,-0.92351556,-2.2299244,0.79431695,0.301012,0.9498766,1.3196348,0.088862084,0.6359371,-0.3997435,-0.1876097,-0.30700743,-1.310313,-0.45985374,-0.080283605,0.83512837,0.7766625,0.5075081,0.56139207,0.46003374,1.0313461,1.7002524,7.181354
-7.9221425,-1.7454016,5.9476395,-0.60419095,0.19880669,-3.316178,-3.4105291,-1.1239436,-2.0823467,1.584357,-1.8507178,0.33553112,0.6885394,0.45266494,-2.358066,2.3528163,-0.33734733,2.6282065,-0.19822659,0.98375815,-0.86272705,0.30557895,0.6792227,-2.0974157,-0.7325922,0.7424778,-0.7013541,-1.0084695,0.6066838,-1.4701979,1.6940743,-0.87637377,-0.456272,-1.9786818,2.1330068,1.1440278,0.65146,-0.58499557,1.0765553,0.35176358,-0.40705326,0.33506995,-0.24587251,-0.64631146,-0.64885515,0.8916365,-0.42780656,0.0035225474,0.3856198,0.69318616,-3.284276,8.312511
-8.641498,-3.4394796,7.5785546,-0.38668248,0.776282,-2.6816983,-1.4380586,-0.19381522,-0.54047006,-1.0062073,0.924147,-0.37637013,4.231354,0.56056124,-4.09494,2.7662816,-0.7695475,1.045781,0.24973497,-1.2820395,0.38341522,0.07358647,-0.17870688,-0.6535048,0.20262724,-3.1015942,-1.5788035,-0.5070448,-0.84864587,3.4906032,-1.874881,1.5031431,0.7251268,1.7193186,-0.80707675,-0.7164332,-0.26246932,1.2968185,0.15032066,0.028500285,-0.0883731,0.42530766,1.7793174,0.9049761,0.19336618,0.8165266,-0.06992444,-1.0570443,0.2604724,0.01972708,-1.0519655,8.199378
7.897596,-1.5574161,1.0478972,-0.35157505,-0.36220524,-0.8285709,-1.4395678,0.55649304,3.468884,-2.713716,-4.5666995,-2.02803,2.464472,-1.5915843,-0.090900674,0.7324979,0.2515104,-0.67803055,-1.1616546,0.4121236,0.7252223,-1.3450559,0.8153235,-1.9877115,0.37119904,0.91193575,1.3843547,-0.52464616,-0.21719398,-0.90049946,-0.0779511,-0.576407,0.49632153,0.50090474,0.035731737,-0.54897094,-0.067842245,0.4866551,0.023446133,0.3729613,-0.80474335,-0.27277374,0.77114564,-0.40349507,0.11694329,-0.5540779,-0.295282,-0.18993077,-0.6519192,-0.6734902,15.421375,-1.4132599
-7.5465355,-2.4695451,9.244027,-0.35453475,0.80317026,-3.1113951,-3.3243117,-0.36287966,-1.472145,1.2003635,-1.6473871,0.29590577,2.6108851,-0.681758,-4.43975,6.320807,0.15198952,2.4397807,-0.6731742,0.12284506,-0.3394341,-0.05844431,-0.030742079,-2.0716345,-0.6749645,0.07837251,-1.5856663,-0.90862244,-1.484647,0.36490858,0.39798316,-0.23338008,0.15338509,-0.048316393,1.6421491,0.64829904,0.21546459,0.5308392,1.8565805,0.20309232,-0.50931233,-0.51793414,-0.2628764,-1.5078958,-0.48931336,0.3341333,0.69718504,-0.5261545,-1.1816413,1.7769297,-2.8646538,7.795547
-3.5045094,-3.363645,4.9342976,0.4862199,0.33342814,-2.1264093,-0.43488583,0.34789225,-0.17872581,-2.2471035,2.5397038,-0.51511914,-0.6311938,-0.7716682,1.0884969,0.39121875,2.069929,0.661524,1.2192516,-1.9979824,1.0223961,0.7720825,2.9035163,0.7754609,-1.1904848,4.42626,1.6640553,-3.134051,3.0509555,-0.591194,0.46453455,-0.7580609,-0.99204004,-0.29696724,-1.0068825,-1.243261,-0.46571112,1.064418,-0.27324286,0.52585477,0.9725545,-0.85293084,0.22848797,0.56806374,0.57571113,0.20018475,0.68946844,-0.42111567,0.74206454,0.31794918,1.1976793,6.525025
