0
acta2
bmpr1b
calb1
cldn5
creb3l1
dcx
galnt3
gja1
itpr2
kif16b
laptm5
lmod1
mertk
mfge8
mrc1
obsl1
pld1
rhob
sema3e
spag6
tbr1
tnfrsf1b
